Title,Author,Year,Ratings,Reviews,Cover_type,Price($)
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2) (2)",J. K. Rowling,2016-01-01,4.9,14697,Hardcover,23.63
Fahrenheit 451,Ray Bradbury,2016-01-01,4.6,48410,Paperback,8.36
Love You Forever,Robert Munsch,2016-01-01,4.9,59707,Paperback,4.98
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2016-01-01,4.4,15470,Paperback,6.84
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,2016-01-01,4.6,12414,Hardcover,20.14
All the Light We Cannot See,Anthony Doerr,2016-01-01,4.5,215225,Hardcover,15.15
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2016-01-01,4.9,52438,Board book,4.94
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2016-01-01,4.6,140761,Paperback,11.15
"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,2016-01-01,4.9,10820,Paperback,10.59
The Whistler,John Grisham,2016-01-01,4.3,104036,Hardcover,15.68
If Animals Kissed Good Night,Ann Whitford Paul,2016-01-01,4.8,73090,Board book,4.19
Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,2016-01-01,4.7,2611,Hardcover,18.63
"The Trials of Apollo, Book 1: The Hidden Oracle",Rick Riordan,2016-01-01,4.7,22427,Hardcover,11.2
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,2016-01-01,4.5,5945,Paperback,4.99
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,2016-01-01,4.8,13773,Hardcover,4.02
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2016-01-01,4.7,40372,Paperback,12.85
"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,2016-01-01,4.1,13622,Hardcover,14.64
First 100 Animals,Roger Priddy,2016-01-01,4.8,9980,Board book,5.68
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,2016-01-01,4.5,3190,Paperback,8.49
Goodnight Moon,Margaret Wise Brown,2016-01-01,4.9,27618,Board book,5.36
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,2016-01-01,4.7,29033,Paperback,8.99
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,2016-01-01,4.3,36838,Paperback,8.54
Grit: The Power of Passion and Perseverance,Angela Duckworth,2016-01-01,4.6,18373,Hardcover,15.69
Emotional Intelligence 2.0,Travis Bradberry,2016-01-01,4.5,12653,Hardcover,14.98
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,2016-01-01,4.4,66697,Hardcover,14.65
The Outsiders,S. E. Hinton,2016-01-01,4.8,36161,Paperback,5.74
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,2016-01-01,4.9,9972,Hardcover,27.99
Me Before You: A Novel (Movie Tie-In),Jojo Moyes,2016-01-01,4.6,1232,Paperback,1.18
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,2016-01-01,4.9,37117,Board book,4.59
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2016-01-01,4.8,26302,Paperback,7.93
Potty (Leslie Patricelli board books),Leslie Patricelli,2016-01-01,4.7,13739,Board book,8.99
"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,2016-01-01,4.6,11524,Hardcover,15.89
"First 100 Padded: Numbers, Colors, Shapes",Roger Priddy,2016-01-01,4.8,7333,Hardcover,5.59
Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,2016-01-01,4.7,7394,Paperback,7.41
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2016-01-01,4.4,13254,Paperback,9.93
Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,2016-01-01,4.5,1597,Paperback,9.99
The Book with No Pictures,B. J. Novak,2016-01-01,4.8,19065,Hardcover,9.9
Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,2016-01-01,4.7,5322,Paperback,5.38
"Magnus Chase and the Gods of Asgard, Book 2: Hammer of Thor, The-Magnus Chase and the Gods of Asgard, Book 2",Rick Riordan,2016-01-01,4.7,14182,Hardcover,10.49
Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,2016-01-01,4.7,15464,Paperback,12.15
Harry Potter and the Sorcerer's Stone,J.K. Rowling,2016-01-01,4.8,5292,Paperback,6.98
Dragons Love Tacos,Adam Rubin,2016-01-01,4.8,18114,Hardcover,9.92
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2016-01-01,4.9,50463,Hardcover,26.1
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,2016-01-01,4.6,6473,Paperback,7.59
1984,George Orwell,2016-01-01,4.6,110330,Mass Market Paperback,7.48
"The Giver: A Newbery Award Winner (Giver Quartet, 1)",Lois Lowry,2016-01-01,4.6,39207,Paperback,7.87
"Thinking, Fast and Slow",Daniel Kahneman,2016-01-01,4.6,40490,Paperback,11.29
Little Blue Truck board book,Alice Schertle,2016-01-01,4.9,8207,Board book,1.36
Harry Potter Coloring Book,Scholastic,2016-01-01,4.8,15766,Paperback,11.6
The Day the Crayons Quit,Drew Daywalt,2016-01-01,4.8,22782,Hardcover,9.4
Wonder,R. J. Palacio,2017-01-01,4.7,83319,Hardcover,9.4
Milk and Honey,Rupi Kaur,2017-01-01,4.7,60326,Paperback,7.83
Giraffes Can't Dance (Board Book),Giles Andreae,2017-01-01,4.8,28899,Board book,5.94
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2017-01-01,4.6,138024,Hardcover,14.38
The Getaway,Jeff Kinney,2017-01-01,4.7,29550,Hardcover,10.62
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2017-01-01,4.4,13254,Paperback,9.93
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,2017-01-01,4.3,95584,Hardcover,13.0
Astrophysics for People in a Hurry,Neil deGrasse Tyson,2017-01-01,4.6,35178,Hardcover,9.99
First 100 Words: A Padded Board Book,Roger Priddy,2017-01-01,4.7,37033,Board book,4.78
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2017-01-01,4.6,16485,Hardcover,16.26
The Handmaid's Tale,Margaret Atwood,2017-01-01,4.3,154680,Paperback,9.53
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2017-01-01,4.8,89698,Paperback,8.39
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2017-01-01,4.7,45565,Paperback,8.89
What Happened,Hillary Rodham Clinton,2017-01-01,4.5,11150,Hardcover,12.98
"Oh, the Places You'll Go!  ",Dr. Seuss,2017-01-01,4.9,48035,Hardcover,7.49
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2017-01-01,4.7,43647,Hardcover,11.58
1984,George Orwell,2017-01-01,4.6,110330,Mass Market Paperback,7.48
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2017-01-01,4.7,111894,Paperback,10.3
Origin: A Novel (Robert Langdon),Dan Brown,2017-01-01,4.3,135690,Hardcover,19.99
A Man Called Ove: A Novel,Fredrik Backman,2017-01-01,4.6,186142,Paperback,10.93
The Sun and Her Flowers,Rupi Kaur,2017-01-01,4.7,21600,Paperback,8.89
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2017-01-01,4.9,28326,Board book,5.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2017-01-01,4.7,107961,Paperback,7.74
The Going To Bed Book,Sandra Boynton,2017-01-01,4.8,17469,Board book,3.97
StrengthsFinder 2.0,Gallup,2017-01-01,4.1,8179,Hardcover,20.96
The Wonderful Things You Will Be,Emily Winfield Martin,2017-01-01,4.9,28456,Hardcover,9.4
The Shack: Where Tragedy Confronts Eternity,William P. Young,2017-01-01,4.6,41129,Paperback,10.14
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2017-01-01,4.5,58654,Hardcover,8.89
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,2017-01-01,4.4,7765,Hardcover,15.01
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,2017-01-01,4.6,15069,Hardcover,22.99
A Gentleman in Moscow: A Novel,Amor Towles,2017-01-01,4.6,126785,Hardcover,14.83
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2017-01-01,4.5,12971,Paperback,15.38
Goodnight Moon,Margaret Wise Brown,2017-01-01,4.9,27618,Board book,5.36
Thirteen Reasons Why,Jay Asher,2017-01-01,4.4,27505,Paperback,7.99
Leonardo da Vinci,Walter Isaacson,2017-01-01,4.5,10006,Hardcover,19.6
The Pout-Pout Fish,Deborah Diesen,2017-01-01,4.8,25836,Board book,4.98
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3) (3)",Mr. Jim Kay,2017-01-01,4.9,15230,Hardcover,22.98
If Animals Kissed Good Night,Ann Whitford Paul,2017-01-01,4.8,73090,Board book,4.19
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2017-01-01,4.9,52438,Board book,4.94
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2017-01-01,4.9,50463,Hardcover,26.1
The Very Hungry Caterpillar,Eric Carle,2017-01-01,4.9,59834,Board book,5.57
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,2017-01-01,4.8,13773,Hardcover,4.02
Laugh-Out-Loud Jokes for Kids,Rob Elliott,2017-01-01,4.6,11767,Paperback,4.99
"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,2017-01-01,4.6,11524,Hardcover,15.89
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,2017-01-01,4.5,7034,Paperback,7.99
Ready Player One: A Novel,Ernest Cline,2017-01-01,4.6,147800,Paperback,10.45
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,2017-01-01,4.8,19034,Hardcover,13.99
Obama: An Intimate Portrait,Pete Souza,2017-01-01,4.9,10408,Hardcover,24.22
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2017-01-01,4.7,9405,Paperback,19.65
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,2017-01-01,4.4,49624,Hardcover,28.49
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2017-01-01,4.8,26302,Paperback,7.93
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,2017-01-01,4.7,11661,Paperback,10.49
Big Little Lies,Liane Moriarty,2017-01-01,4.4,157409,Paperback,13.07
The Official SAT Study Guide,The College Board,2017-01-01,4.5,2426,Paperback,3.49
The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,2017-01-01,4.6,2906,Hardcover,15.92
"Thinking, Fast and Slow",Daniel Kahneman,2017-01-01,4.6,40490,Paperback,11.29
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,2017-01-01,4.9,43004,Hardcover,8.89
What to Expect When You're Expecting,Heidi Murkoff,2017-01-01,4.8,32912,Paperback,12.88
The Glass Castle: A Memoir (book),Jeannette Walls,2017-01-01,4.6,39288,Paperback,9.68
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2017-01-01,4.4,15470,Paperback,6.84
The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,2017-01-01,4.6,2961,Hardcover,14.69
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,2017-01-01,4.7,30040,Board book,5.19
The Rooster Bar,John Grisham,2017-01-01,4.0,55431,Hardcover,10.98
The Giving Tree,Shel Silverstein,2017-01-01,4.9,32269,Hardcover,10.98
She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,2017-01-01,4.8,3173,Hardcover,10.01
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,2017-01-01,4.7,28758,Paperback,6.3
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2017-01-01,4.6,140761,Paperback,11.15
Fahrenheit 451,Ray Bradbury,2017-01-01,4.6,48410,Paperback,8.36
Camino Island: A Novel,John Grisham,2017-01-01,4.2,78906,Hardcover,13.49
Turtles All the Way Down,John Green,2017-01-01,4.4,24500,Hardcover,11.99
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2017-01-01,4.7,40372,Paperback,12.85
Love You Forever,Robert Munsch,2017-01-01,4.9,59707,Paperback,4.98
"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,2017-01-01,4.8,5008,Hardcover,17.27
Mindset: The New Psychology of Success,Carol S. S. Dweck,2017-01-01,4.6,23649,Paperback,11.66
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,2017-01-01,4.8,13573,Board book,5.0
Grant,Ron Chernow,2017-01-01,4.8,13464,Hardcover,21.15
Sapiens: A Brief History of Humankind,Yuval Noah Harari,2017-01-01,4.6,134021,Hardcover,21.49
The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,2017-01-01,4.7,38417,Paperback,16.54
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,2017-01-01,4.4,16115,Hardcover,15.15
"Trials of Apollo, The Book Two: Dark Prophecy, The-Trials of Apollo, The Book Two",Rick Riordan,2017-01-01,4.7,18217,Hardcover,11.28
"Everything, Everything",Nicola Yoon,2017-01-01,4.6,20545,Paperback,8.49
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,2017-01-01,4.6,34806,Paperback,9.99
Norse Mythology,Neil Gaiman,2017-01-01,4.5,33887,Hardcover,16.5
Beneath a Scarlet Sky: A Novel,Mark Sullivan,2017-01-01,4.6,221948,Paperback,13.46
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,2017-01-01,4.8,20474,Hardcover,1.24
Lilac Girls: A Novel (Woolsey-Ferriday),Martha Hall Kelly,2017-01-01,4.5,53726,Paperback,9.9
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,2017-01-01,4.9,25678,Hardcover,21.34
"Magnus Chase and the Gods of Asgard, Book 3: Ship of the Dead, The-Magnus Chase and the Gods of Asgard, Book 3",Rick Riordan,2017-01-01,4.7,14669,Hardcover,11.39
"Al Franken, Giant of the Senate",Al Franken,2017-01-01,4.7,10137,Hardcover,11.62
Principles: Life and Work,Ray Dalio,2017-01-01,4.6,17269,Hardcover,18.98
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,2017-01-01,4.7,29033,Paperback,8.99
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2017-01-01,4.3,31167,Paperback,6.98
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,2017-01-01,4.7,5245,Paperback,1.24
10-Day Green Smoothie Cleanse,JJ Smith,2017-01-01,4.7,37683,Paperback,9.89
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2017-01-01,4.7,28743,Hardcover,12.45
Dragons Love Tacos,Adam Rubin,2017-01-01,4.8,18114,Hardcover,9.92
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,2017-01-01,4.9,112387,Paperback,45.44
Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),Bill O'Reilly,2017-01-01,4.7,12717,Hardcover,16.75
"Rosie Revere, Engineer (The Questioneers)",Andrea Beaty,2017-01-01,4.9,6697,Hardcover,10.93
Becoming,Michelle Obama,2018-01-01,4.8,195559,Hardcover,18.9
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,2018-01-01,4.5,41018,Hardcover,10.99
The Wonky Donkey,Craig Smith,2018-01-01,4.8,80514,Paperback,5.28
Fire and Fury: Inside the Trump White House,Michael Wolff,2018-01-01,4.0,48877,Hardcover,7.39
Fear: Trump in the White House,Bob Woodward,2018-01-01,4.4,19330,Hardcover,11.78
Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),Jill Twiss,2018-01-01,4.9,16682,Hardcover,16.99
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,2018-01-01,4.7,58069,Hardcover,14.43
Magnolia Table,Joanna Gaines,2018-01-01,4.8,34316,Hardcover,14.86
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with Stephen Colbert,2018-01-01,4.6,10534,Hardcover,12.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2018-01-01,4.6,138024,Hardcover,14.38
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,2018-01-01,4.6,17431,Hardcover,12.53
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2018-01-01,4.3,31167,Paperback,6.98
Diary of a Wimpy Kid #13: Meltdown,Jeff Kinney,2018-01-01,4.8,30164,Hardcover,8.79
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2018-01-01,4.8,89698,Paperback,8.39
First 100 Words: A Padded Board Book,Roger Priddy,2018-01-01,4.7,37033,Board book,4.78
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,2018-01-01,4.8,18763,Hardcover,1.55
Educated: A Memoir,Tara Westover,2018-01-01,4.6,208421,Hardcover,14.66
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2018-01-01,4.7,45565,Paperback,8.89
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,2018-01-01,4.4,16115,Hardcover,15.15
Giraffes Can't Dance (Board Book),Giles Andreae,2018-01-01,4.8,28899,Board book,5.94
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2018-01-01,4.9,50463,Hardcover,26.1
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,2018-01-01,4.8,11625,Hardcover,20.9
The Very Hungry Caterpillar,Eric Carle,2018-01-01,4.9,59834,Board book,5.57
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,2018-01-01,4.3,52781,Paperback,10.95
The Hate U Give: A Printz Honor Winner,Angie Thomas,2018-01-01,4.7,47539,Hardcover,10.73
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,2018-01-01,4.4,13254,Paperback,9.93
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2018-01-01,4.7,107961,Paperback,7.74
The Wonderful Things You Will Be,Emily Winfield Martin,2018-01-01,4.9,28456,Hardcover,9.4
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,2018-01-01,4.7,30040,Board book,5.19
The Pout-Pout Fish,Deborah Diesen,2018-01-01,4.8,25836,Board book,4.98
CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,2018-01-01,4.5,21143,Paperback,6.99
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2018-01-01,4.5,12971,Paperback,15.38
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2018-01-01,4.9,28326,Board book,5.0
"Oh, the Places You'll Go!  ",Dr. Seuss,2018-01-01,4.9,48035,Hardcover,7.49
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,2018-01-01,4.8,19790,Hardcover,9.0
Goodnight Moon,Margaret Wise Brown,2018-01-01,4.9,27618,Board book,5.36
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,2018-01-01,4.8,22342,Hardcover,26.87
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,2018-01-01,4.4,26545,Paperback,7.14
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2018-01-01,4.7,111894,Paperback,10.3
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,2018-01-01,4.8,21327,Hardcover,13.97
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,2018-01-01,4.4,13653,Paperback,6.98
Milk and Honey,Rupi Kaur,2018-01-01,4.7,60326,Paperback,7.83
Little Fires Everywhere,Celeste Ng,2018-01-01,4.4,178885,Hardcover,14.15
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,2018-01-01,4.8,8102,Paperback,9.39
The President Is Missing: A Novel,James Patterson,2018-01-01,4.3,64002,Hardcover,15.69
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,2018-01-01,4.8,70779,Paperback,7.48
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",Dr. Steven R Gundry  MD,2018-01-01,4.4,8917,Hardcover,19.59
Ready Player One: A Novel,Ernest Cline,2018-01-01,4.6,147800,Paperback,10.45
Fahrenheit 451,Ray Bradbury,2018-01-01,4.6,48410,Paperback,8.36
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,2018-01-01,4.7,9802,Hardcover,14.63
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2018-01-01,4.6,140761,Paperback,11.15
Wonder,R. J. Palacio,2018-01-01,4.7,83319,Hardcover,9.4
To Kill a Mockingbird,Harper Lee,2018-01-01,4.7,130590,Paperback,8.89
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,2018-01-01,4.6,16495,Hardcover,16.26
The Keto Diet: The Complete Guide to a High-Fat Diet,Leanne Vogel,2018-01-01,4.4,7714,Paperback,18.29
Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Bob Goff,2018-01-01,4.8,8935,Paperback,10.99
Before We Were Yours: A Novel,Lisa Wingate,2018-01-01,4.6,141652,Hardcover,14.73
The Reckoning: A Novel,John Grisham,2018-01-01,4.1,62712,Hardcover,15.73
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,2018-01-01,4.9,52438,Board book,4.94
Beneath a Scarlet Sky: A Novel,Mark Sullivan,2018-01-01,4.6,221948,Paperback,13.46
What to Expect When You're Expecting,Heidi Murkoff,2018-01-01,4.8,32912,Paperback,12.88
Principles: Life and Work,Ray Dalio,2018-01-01,4.6,17269,Hardcover,18.98
Astrophysics for People in a Hurry,Neil deGrasse Tyson,2018-01-01,4.6,35178,Hardcover,9.99
Laugh-Out-Loud Jokes for Kids,Rob Elliott,2018-01-01,4.6,11767,Paperback,4.99
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,2018-01-01,4.7,11800,Hardcover,26.37
The Official SAT Study Guide,The College Board,2018-01-01,4.5,2426,Paperback,3.49
Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,2018-01-01,4.6,21343,Paperback,6.14
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,2018-01-01,4.8,26302,Paperback,7.93
The Outsider: A Novel,Stephen King,2018-01-01,4.5,56056,Hardcover,15.68
Where the Crawdads Sing,Delia Owens,2018-01-01,4.7,612235,Hardcover,14.67
D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2018-01-01,4.9,28515,Hardcover,27.97
Sapiens: A Brief History of Humankind,Yuval Harari,2018-01-01,4.6,134040,Paperback,13.06
Love You Forever,Robert Munsch,2018-01-01,4.9,59707,Paperback,4.98
Dragons Love Tacos,Adam Rubin,2018-01-01,4.8,18114,Hardcover,9.92
The Woman in the Window: A Novel,A. J. Finn,2018-01-01,4.3,130139,Hardcover,14.1
D&D Monster Manual (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,2018-01-01,4.9,27111,Hardcover,16.49
Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,2018-01-01,4.6,10171,Paperback,17.06
StrengthsFinder 2.0,Gallup,2018-01-01,4.1,8179,Hardcover,20.96
Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink,2018-01-01,4.8,34996,Hardcover,17.04
The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,2018-01-01,4.8,6065,Hardcover,13.18
How to Draw 101 Animals (1),Dan Green,2018-01-01,4.7,26512,Paperback,4.99
The Sun and Her Flowers,Rupi Kaur,2018-01-01,4.7,21600,Paperback,8.89
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,2018-01-01,4.5,58654,Hardcover,8.89
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,2018-01-01,4.4,16564,Paperback,13.49
Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,2018-01-01,4.8,14593,Board book,7.0
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2018-01-01,4.7,9405,Paperback,19.65
"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,2018-01-01,4.7,5482,Hardcover,17.79
Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Viktor E. Frankl,2018-01-01,4.7,82218,Paperback,3.28
The Great Alone: A Novel,Kristin Hannah,2018-01-01,4.6,136723,Hardcover,15.76
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2018-01-01,4.7,28743,Hardcover,12.45
Cravings: Hungry for More: A Cookbook,Chrissy Teigen,2018-01-01,4.8,6882,Hardcover,14.73
