,Rank,Title,Author,Year,Ratings,Reviews,Cover_type,Price($)
957,62,Principles: Life and Work,Ray Dalio,2018,4.6,"17,269",Hardcover,18.98
958,63,Astrophysics for People in a Hurry,Neil deGrasse Tyson,2018,4.6,"35,178",Hardcover,9.99
959,64,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2018,4.6,"11,767",Paperback,4.99
960,65,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,2018,4.7,"11,800",Hardcover,26.37
961,66,The Official SAT Study Guide,The College Board,2018,4.5,"2,426",Paperback,
962,67,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,2018,4.6,"21,343",Paperback,6.14
963,68,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,2018,4.8,Valorie Schaefer,Paperback,7.93
964,69,The Outsider: A Novel,Stephen King,2018,4.5,"56,056",Hardcover,15.68
965,70,Where the Crawdads Sing,Delia Owens,2018,4.7,"612,235",Hardcover,14.67
966,71,D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),,2018,4.9,Dungeons & Dragons,Hardcover,27.97
967,72,Sapiens: A Brief History of Humankind,,2018,4.6,Yuval Harari,Paperback,13.06
968,73,Love You Forever,Robert Munsch,2018,4.9,"59,707",Paperback,4.98
969,74,Dragons Love Tacos,Adam Rubin,2018,4.8,"18,114",Hardcover,9.92
970,75,The Woman in the Window: A Novel,A. J. Finn,2018,4.3,"130,139",Hardcover,14.10
971,76,D&D Monster Manual (Dungeons & Dragons Core Rulebook),,2018,4.9,Dungeons & Dragons,Hardcover,16.49
972,77,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,2018,4.6,"10,171",Paperback,17.06
973,78,StrengthsFinder 2.0,,2018,4.1,Gallup,Hardcover,20.96
974,79,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink,2018,4.8,"34,996",Hardcover,17.04
975,80,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,2018,4.8,"6,065",Hardcover,13.18
976,81,How to Draw 101 Animals (1),Dan Green,2018,4.7,"26,512",Paperback,4.99
977,82,The Sun and Her Flowers,Rupi Kaur,2018,4.7,"21,600",Paperback,8.89
978,83,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,2018,4.5,Marie Kondō,Hardcover,8.89
979,84,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,2018,4.4,"16,564",Paperback,13.49
980,85,Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,2018,4.8,"14,593",Board book,7.00
981,86,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,2018,4.7,"9,405",Paperback,19.65
982,87,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,2018,4.7,"5,482",Hardcover,17.79
983,88,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Viktor E. Frankl,2018,4.7,"82,218",Paperback,
984,89,The Great Alone: A Novel,Kristin Hannah,2018,4.6,"136,723",Hardcover,15.76
985,90,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2018,4.7,"28,743",Hardcover,12.45
986,91,Cravings: Hungry for More: A Cookbook,Chrissy Teigen,2018,4.8,"6,882",Hardcover,14.73
987,92,The Handmaid's Tale,Margaret Atwood,2018,4.3,"154,680",Paperback,9.53
988,93,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2018,4.7,"40,372",Paperback,12.85
989,94,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2018,4.4,"15,470",Paperback,6.84
990,95,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,2018,4.8,"68,157",Paperback,11.29
991,96,"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,2018,4.8,"5,086",Hardcover,11.50
992,97,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,2018,4.7,"89,890",Mass Market Paperback,
993,98,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2018,4.7,"43,647",Hardcover,11.58
994,99,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,2018,4.9,"112,387",Paperback,45.44
995,100,Xanathar's Guide to Everything (Dungeons & Dragons),,2018,4.9,Dungeons & Dragons,Hardcover,26.15
996,1,Where the Crawdads Sing,Delia Owens,2019,4.7,"612,235",Hardcover,14.67
997,2,Becoming,Michelle Obama,2019,4.8,"195,559",Hardcover,18.90
998,3,Educated: A Memoir,Tara Westover,2019,4.6,"208,421",Hardcover,14.66
999,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,2019,4.9,"25,533",Hardcover,6.79
1000,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,2019,4.5,"41,018",Hardcover,10.99
1001,6,GRAPHIX Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,2019,4.9,"31,086",Hardcover,7.76
1002,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,2019,4.9,"19,074",Hardcover,11.97
1003,8,The Wonderful Things You Will Be,Emily Winfield Martin,2019,4.9,"28,456",Hardcover,9.40
1004,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,2019,4.8,"70,779",Paperback,7.48
1005,10,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,2019,4.8,"89,698",Paperback,8.39
1006,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,2019,4.6,"16,652",Hardcover,13.28
1007,12,The Wonky Donkey,Craig Smith,2019,4.8,"80,514",Paperback,5.28
1008,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,2019,4.6,"138,024",Hardcover,14.38
1009,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love,M Prefontaine,2019,4.6,"31,297",Paperback,7.99
1010,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,2019,4.8,"22,342",Hardcover,26.87
1011,16,The Very Hungry Caterpillar,Eric Carle,2019,4.9,"59,834",Board book,5.57
1012,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,2019,4.8,"23,369",Hardcover,11.99
1013,18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,2019,4.8,"19,164",Hardcover,14.47
1014,19,"Hopscotch Girls I Am Confident, Brave & Beautiful: Inspirational Coloring Books for Kids - Coloring Books for Kids ages 4-8 - Fun Kids Coloring Books - Coloring Books Girls with 24 Coloring Pages",Hopscotch Girls,2019,4.8,"33,478",Paperback,6.99
1015,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,2019,4.7,"107,961",Paperback,7.74
1016,21,Unfreedom of the Press,Mark R. Levin,2019,4.9,"9,297",Hardcover,14.50
1017,22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,2019,4.8,"21,327",Hardcover,13.97
1018,23,Giraffes Can't Dance (Board Book),,2019,4.8,Giles Andreae,Board book,5.94
1019,24,If Animals Kissed Good Night,Ann Whitford Paul,2019,4.8,"73,090",Board book,4.19
1020,25,"Oh, the Places You'll Go!  ",Dr. Seuss,2019,4.9,"48,035",Hardcover,7.49
1021,26,Howard Stern Comes Again,Howard Stern,2019,4.5,"10,220",Hardcover,18.06
1022,27,Guts: A Graphic Novel,Raina Telgemeier,2019,4.8,"17,111",Paperback,6.79
1023,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,2019,4.5,Marie Kondō,Hardcover,8.89
1024,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,2019,4.9,"26,413",Hardcover,29.98
1025,30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,2019,4.8,"18,789",Hardcover,11.96
1026,31,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,2019,4.4,"13,653",Paperback,6.98
1027,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,2019,4.8,"68,157",Paperback,11.29
1028,33,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,,2019,4.6,Pretty Simple Press,Paperback,6.99
1029,34,Goodnight Moon,Margaret Wise Brown,2019,4.9,"27,618",Board book,5.36
1030,35,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,2019,4.3,"31,167",Paperback,6.98
1031,36,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,2019,4.8,"21,249",Paperback,5.99
1032,37,Strange Planet (Strange Planet Series),Nathan W. Pyle,2019,4.9,"16,995",Hardcover,9.19
1033,38,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),,2019,4.9,Dungeons & Dragons,Hardcover,26.10
1034,39,The Silent Patient,Alex Michaelides,2019,4.4,"266,142",Hardcover,14.35
1035,40,"5,000 Awesome Facts (About Everything!)",National Geographic Kids,2019,4.8,"20,288",Hardcover,11.05
1036,41,To Kill a Mockingbird,Harper Lee,2019,4.7,"130,590",Paperback,8.89
1037,42,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2019,4.7,"45,565",Paperback,8.89
1038,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,2019,4.8,"13,494",Hardcover,14.91
1039,44,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,2019,4.8,"88,526",Hardcover,21.80
1040,45,The Guardians: A Novel,John Grisham,2019,4.5,"78,416",Hardcover,15.65
1041,46,P is for Potty! (Sesame Street) (Lift-the-Flap),,2019,4.7,Naomi Kleinberg,Board book,5.19
1042,47,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,2019,4.7,"28,743",Hardcover,12.45
1043,48,"Brown Bear, Brown Bear, What Do You See?",,2019,4.9,Bill Martin Jr.,Board book,4.94
1044,49,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,2019,4.7,"32,432",Hardcover,10.49
1045,50,The Mueller Report,The Washington Post,2019,4.5,"4,531",Paperback,9.63
1046,51,Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,2019,4.7,"24,506",Paperback,13.49
1047,52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,2019,4.7,"89,890",Mass Market Paperback,
1048,53,The Institute: A Novel,Stephen King,2019,4.6,"56,379",Hardcover,15.83
1049,54,The Testaments: The Sequel to The Handmaid's Tale,Margaret Atwood,2019,4.6,"67,727",Hardcover,14.76
1050,55,Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,Scholastic,2019,4.8,"21,247",Paperback,
1051,56,CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,2019,4.5,"21,143",Paperback,6.99
1052,57,"Carson Dellosa Sight Words Flash Cards Kindergarten, First Words Flash Cards, High Frequency Vocabulary Words, and Picture Words Flash Cards for Toddlers Ages 4+",,2019,4.8,Brighter Child,Cards,
1053,58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,2019,4.8,"112,434",Hardcover,13.79
1054,59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,2019,4.7,"43,647",Hardcover,11.58
1055,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,2019,4.7,"40,372",Paperback,12.85
1056,61,Sapiens: A Brief History of Humankind,,2019,4.6,Yuval Harari,Paperback,13.06
1057,62,What to Expect When You're Expecting,Heidi Murkoff,2019,4.8,"32,912",Paperback,12.88
1058,63,Where the Crawdads Sing,Delia Owens,2019,4.7,"612,235",Paperback,11.14
1059,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,2019,4.7,"29,033",Paperback,8.99
1060,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,2019,4.6,"140,761",Paperback,11.15
1061,66,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,2019,4.5,"12,971",Paperback,15.38
1062,67,The Pout-Pout Fish,Deborah Diesen,2019,4.8,"25,836",Board book,4.98
1063,68,Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,2019,4.4,"22,574",Hardcover,15.68
1064,69,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,2019,4.9,"28,326",Board book,5.00
1065,70,The Overstory: A Novel,Richard Powers,2019,4.4,"36,731",Paperback,13.39
1066,71,Fahrenheit 451,Ray Bradbury,2019,4.6,"48,410",Paperback,8.36
1067,72,StrengthsFinder 2.0,,2019,4.1,Gallup,Hardcover,20.96
1068,73,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,2019,4.7,"58,069",Hardcover,14.43
1069,74,Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,2019,4.5,"226,466",Paperback,8.39
1070,75,Me: Elton John Official Autobiography,Elton John,2019,4.7,"27,361",Hardcover,14.99
1071,76,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,2019,4.7,"12,576",Hardcover,9.99
1072,77,The Tattooist of Auschwitz: A Novel,Heather Morris,2019,4.6,"158,499",Paperback,9.39
1073,78,People of Walmart Adult Coloring Book: Rolling Back Dignity,,2019,4.7,Andrew Kipple,Paperback,12.99
1074,79,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,2019,4.4,"15,470",Paperback,6.84
1075,80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,,2019,4.8,America’s Test Kitchen Kids,Hardcover,10.49
1076,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,2019,4.8,"10,166",Hardcover,16.99
1077,82,Love You Forever,Robert Munsch,2019,4.9,"59,707",Paperback,4.98
1078,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,2019,4.4,"16,564",Paperback,13.49
1079,84,The Giving Tree,Shel Silverstein,2019,4.9,"32,269",Hardcover,10.98
1080,85,Dragons Love Tacos,Adam Rubin,2019,4.8,"18,114",Hardcover,9.92
1081,86,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,2019,4.7,"111,894",Paperback,10.30
1082,87,Magnolia Table,Joanna Gaines,2019,4.8,"34,316",Hardcover,14.86
1083,88,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,2019,4.6,"34,880",Paperback,14.39
1084,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,2019,4.8,"21,544",Paperback,14.98
1085,90,Then She Was Gone: A Novel,Lisa Jewell,2019,4.5,"91,549",Paperback,8.39
1086,91,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,2019,4.4,"10,363",Hardcover,14.45
1087,92,Wacky Waving Inflatable Tube Guy (RP Minis),,2019,4.0,Conor Riordan,Paperback,9.58
1088,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,2019,4.7,"11,800",Hardcover,26.37
1089,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,2019,4.8,Valorie Schaefer,Paperback,7.93
1090,95,There's No Place Like Space! All About Our Solar System (Cat in the Hat's Learning Library),Tish Rabe,2019,4.8,"26,086",Hardcover,5.98
1091,96,How to Draw 101 Animals (1),Dan Green,2019,4.7,"26,512",Paperback,4.99
1092,,,,2019,,,,
1093,98,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,2019,4.6,"10,171",Paperback,17.06
1094,99,The Outsiders,S. E. Hinton,2019,4.8,"36,161",Paperback,5.74
1095,100,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,Crazy Corey,2019,4.6,"17,443",Paperback,6.39
